tripduration,starttime,stoptime,start station id,start station name,start station latitude,start station longitude,end station id,end station name,end station latitude,end station longitude,bikeid,usertype,birth year,gender,
224,2018-03-01 15:41:57,2018-03-01 15:45:41,10,B.U. Central - 725 Comm. Ave.,42.350406,-71.108279,105,Lower Cambridgeport at Magazine St / Riverside Rd,42.357218503176526,-71.1138716340065,380,Subscriber,1969,1,
1463,2018-03-01 15:42:02,2018-03-01 16:06:25,23,Boston City Hall - 28 State St,42.35892,-71.057629,39,Washington St at Rutland St,42.338514601785995,-71.07404083013535,729,Subscriber,1979,2,
1154,2018-03-01 15:42:17,2018-03-01 16:01:32,80,MIT Stata Center at Vassar St / Main St,42.3621312344991,-71.09115600585936,47,Cross St at Hanover St,42.362811,-71.056067,168,Subscriber,1984,1,
625,2018-03-01 15:42:23,2018-03-01 15:52:49,56,Dudley Square - Dudley St at Warren St,42.32854046293402,-71.08416482806204,3,Colleges of the Fenway - Fenway at Avenue Louis Pasteur,42.34011512249236,-71.10061883926392,1039,Subscriber,1957,1,
408,2018-03-01 15:42:27,2018-03-01 15:49:15,11,Longwood Ave at Binney St,42.338629,-71.1065,33,Kenmore Square,42.348706,-71.097009,1682,Subscriber,1985,2,
597,2018-03-01 15:42:37,2018-03-01 15:52:34,29,Innovation Lab - 125 Western Ave at Batten Way,42.363732,-71.124565,108,Harvard University / SEAS Cruft-Pierce Halls at 29 Oxford St,42.377945,-71.116865,996,Subscriber,1990,1,
145,2018-03-01 15:42:58,2018-03-01 15:45:24,76,Central Sq Post Office / Cambridge City Hall at Mass Ave / Pleasant St,42.366426,-71.105495,177,University Park,42.36264779118595,-71.10006093978882,48,Subscriber,1986,1,
397,2018-03-01 15:43:00,2018-03-01 15:49:37,192,Purchase St at Pearl St,42.354659,-71.053181,190,Nashua Street at Red Auerbach Way,42.365673,-71.064263,953,Subscriber,1967,1,
1055,2018-03-01 15:43:12,2018-03-01 16:00:48,125,Hyde Square - Barbara St at Centre St,42.32176525723952,-71.10984160567114,21,Prudential Center - Belvedere St,42.34652003998412,-71.08065776545118,509,Subscriber,1988,0,
153,2018-03-01 15:43:47,2018-03-01 15:46:20,80,MIT Stata Center at Vassar St / Main St,42.3621312344991,-71.09115600585936,189,Kendall T,42.362427842912396,-71.08495473861694,991,Subscriber,1995,1,
996,2018-03-01 15:44:31,2018-03-01 16:01:07,30,Brigham Circle - Francis St at Huntington Ave,42.33462893055976,-71.10407917767589,226,Commonwealth Ave At Babcock St,42.35154734791375,-71.12126246094704,139,Subscriber,1966,1,
782,2018-03-01 15:44:41,2018-03-01 15:57:43,189,Kendall T,42.362427842912396,-71.08495473861694,17,Soldiers Field Park - 111 Western Ave,42.36514362978903,-71.11987173557281,800,Subscriber,1988,2,
