tripduration,starttime,stoptime,start station id,start station name,start station latitude,start station longitude,end station id,end station name,end station latitude,end station longitude,bikeid,usertype,birth year,gender,
507,2017-12-01 15:35:24,2017-12-01 15:43:52,47,Cross St at Hanover St,42.362811,-71.056067,6,Cambridge St at Joy St,42.361199417496216,-71.06519486764228,1798,Subscriber,1994,1,
737,2017-12-01 15:36:01,2017-12-01 15:48:18,36,Copley Square - Dartmouth St at Boylston St,42.34976701008725,-71.07732653617859,43,Rowes Wharf at Atlantic Ave,42.357143,-71.050699,1953,Subscriber,1972,1,
267,2017-12-01 15:36:02,2017-12-01 15:40:30,73,Harvard Square at Brattle St / Eliot St,42.373231,-71.120886,104,Harvard University Radcliffe Quadrangle at Shepard St / Garden St,42.380287,-71.125107,1137,Subscriber,1979,1,
1038,2017-12-01 15:36:26,2017-12-01 15:53:44,33,Kenmore Square,42.348706,-71.097009,22,South Station - 700 Atlantic Ave,42.352175,-71.055547,1709,Subscriber,1981,1,
841,2017-12-01 15:36:43,2017-12-01 15:50:45,149,175 N Harvard St,42.363796,-71.129164,17,Soldiers Field Park - 111 Western Ave,42.365064,-71.119233,1073,Subscriber,1991,1,
250,2017-12-01 15:36:54,2017-12-01 15:41:05,10,B.U. Central - 725 Comm. Ave.,42.350406,-71.108279,226,Commonwealth Ave At Babcock St,42.35154734791375,-71.12126246094704,1152,Subscriber,1997,1,
659,2017-12-01 15:36:59,2017-12-01 15:47:58,104,Harvard University Radcliffe Quadrangle at Shepard St / Garden St,42.380287,-71.125107,104,Harvard University Radcliffe Quadrangle at Shepard St / Garden St,42.380287,-71.125107,1679,Subscriber,1990,1,
576,2017-12-01 15:37:49,2017-12-01 15:47:26,29,Innovation Lab - 125 Western Ave at Batten Way,42.363732,-71.124565,74,Harvard Square at Mass Ave/ Dunster,42.373268,-71.118579,52,Subscriber,1992,1,
649,2017-12-01 15:38:00,2017-12-01 15:48:50,136,ID Building West,42.344796,-71.031614,22,South Station - 700 Atlantic Ave,42.352175,-71.055547,788,Subscriber,1982,1,
209,2017-12-01 15:38:50,2017-12-01 15:42:19,27,Roxbury Crossing T Stop - Columbus Ave at Tremont St,42.331184,-71.095171,131,Jackson Square T Stop,42.32293117195949,-71.10014140605927,1913,Subscriber,1986,1,
